date,Appliances,lights,total,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility
2003-04,80,20,60,20.53333333,38.86333333,19.39,39.09,20.2,40.7,20.5,37.86333333,17.6,66.18285714,-5.674444444,82.66555556,18,33.20555556,20.15,43.59,16.89,39.09,-4.70E+00,756.6,87.5,1,64.5
2003-05,400,10,40,20.5,38.93333333,19.35666667,39.15666667,20.13333333,40.62666667,20.39,38,17.6,65.813125,-5.799444444,82.71277778,18,33.36764706,20.1,43.76,16.89,39.09,-4.63E+00,756.6,87.33333333,1,64.66666667
2003-06,400,10,50,20.5,39.06,19.29,39.29,20.06666667,40.46666667,20.35666667,38.12666667,17.6,65.54357143,-5.872222222,82.655,18,33.4,20.1,43.86333333,16.89,39.09,-4.57E+00,756.6,87.16666667,1,64.83333333
2003-07,460,20,70,20.39,39.09,19.2,39.23,20,40.32666667,20.29,38.26,17.55555556,65.23333333,-5.888888889,82.81611111,17.97555556,33.48333333,20.1,43.99375,16.89,39.09,-4.50E+00,756.6,87,1,65
2003-08,170,0,50,20.39,39.2,19.13333333,39.36333333,19.96333333,40.29,20.26,38.4,17.53333333,64.944,-6.03,82.09444444,17.96857143,33.51928571,20.06,44.036,16.85666667,39.06,-4.52E+00,756.6,87.66666667,1,65
2003-09,210,0,50,20.32333333,39.2,19.06666667,39.36333333,19.89,40.29,20.2,38.4,17.5,64.64714286,-6.065,82.56055556,17.95769231,33.57615385,20.06,44.314,16.84,39.045,-4.53E+00,756.6,88.33333333,1,65
2003-10,190,0,40,20.29,39.53,19,39.29,19.85666667,40.22333333,20.1,38.53,17.5,64.51722222,-6.028333333,83.58944444,17.938125,33.63125,20.1,44.624375,16.79,39.06,-4.55E+00,756.6,89,1,65
2003-11,70,0,50,20.23,39.46333333,18.89,39.26,19.79,40.09,20.03333333,38.59,17.47555556,64.19555556,-5.843888889,84.93111111,17.91444444,33.69388889,20.1,44.715,16.89,39.23,-4.57E+00,756.6,89.66666667,1,65
2003-12,80,0,40,20.2,39.4,18.89,39.26,19.79,40.09,19.85666667,38.56,17.46333333,63.885,-5.71,85.35444444,17.90833333,33.7,20.1,44.82055556,16.89,39.36333333,-4.58E+00,756.6,90.33333333,1,65
2004-01,60,0,50,20.13333333,39.4,18.76,39.09,19.73,40.09,19.79,38.5,17.445,63.67166667,-5.601111111,85.49777778,17.89611111,33.7,20.03888889,44.77777778,16.79,39.43333333,-4.60E+00,756.6,91,1,65
2004-02,70,0,40,20.1,39.29,18.7,39.09,19.7,40.09,19.7,38.5,17.39,63.44333333,-5.612222222,85.31444444,17.89,33.7,20,44.7,16.79,39.56,-4.55E+00,756.5333333,90.5,1,57.5
2004-03,60,0,50,20.1,39.23,18.66666667,39.06,19.76,40.22333333,19.63333333,38.43333333,17.39,63.29333333,-5.555,85.39944444,17.89,33.735,19.90833333,44.7,16.89,39.7,-4.50E+00,756.4666667,90,1,50
2004-04,70,0,50,20,39.2,18.6,39.06,19.79,40.32666667,19.5,38.4,17.37888889,63.145,-5.52,85.515,17.89,33.81444444,19.85666667,44.715,16.82333333,39.7,-4.45E+00,756.4,89.5,1,42.5
2004-05,60,0,40,20,39.2,18.56666667,39,19.815,40.425,19.5,38.46666667,17.37888889,62.95777778,-5.461111111,85.70277778,17.89,33.8,19.79555556,44.77833333,16.89,39.82666667,-4.40E+00,756.3333333,89,1,35
2004-06,60,0,40,19.89,39.2,18.5,39.06,19.89,40.5,19.39,38.43333333,17.35666667,62.79,-5.4,85.96722222,17.83444444,33.82666667,19.79,44.92777778,16.89,39.96666667,-4.35E+00,756.2666667,88.5,1,27.5
2004-07,60,0,30,19.89,39.2,18.46333333,39.06,19.89,40.5,19.32333333,38.5,17.31777778,62.67222222,-5.383333333,86.02166667,17.80111111,33.80222222,19.79,45.06611111,16.79,39.9,-4.30E+00,756.2,88,1,20
2004-08,60,0,20,19.79,39.09,18.39,39.0675,19.89,40.56,19.26,38.46666667,17.29,62.52833333,-5.322222222,86.16166667,17.80666667,33.83888889,19.79,45.24777778,16.85666667,40.02666667,-4.33E+00,756.25,88.5,1,27.33333333
2004-09,60,0,20,19.79,39.09,18.32333333,39.09,19.79,40.4,19.2,38.4,17.29,62.31444444,-5.338888889,85.76222222,17.79,33.82666667,19.755,45.30833333,16.82333333,40.12666667,-4.37E+00,756.3,89,1,34.66666667
2004-10,50,0,40,19.7,39.09,18.35666667,39.12666667,19.79,40.4,19.16666667,38.4,17.29,62.155,-5.35,85.59444444,17.79,33.9,19.7,45.4,16.89,40.26,-4.40E+00,756.35,89.5,1,42
2004-11,50,0,50,19.7,39.09,18.29,39.2,19.79,40.4,19.1,38.4,17.29,61.97,-5.327777778,85.48555556,17.79,33.86944444,19.7,45.49833333,16.79,40.29,-4.43E+00,756.4,90,1,49.33333333
2004-12,60,0,40,19.66666667,39.06,18.2,39.2,19.79,40.46666667,19.03333333,38.4,17.28,61.765,-5.388888889,85.05722222,17.79,33.85722222,19.7,45.58,16.79,40.36333333,-4.47E+00,756.45,90.5,1,56.66666667
2005-01,50,0,50,19.6,39,18.2,39.2,19.79,40.5,19,38.29,17.235,61.57,-5.338888889,85.49444444,17.755,33.87555556,19.7,45.505,16.79,40.43333333,-4.50E+00,756.5,91,1,64
2005-02,50,0,50,19.55,38.95,18.1,39.26,19.79,40.5,18.92666667,38.29,17.21,61.38833333,-5.3,85.72666667,17.755,33.9,19.7,45.5,16.79,40.5,-4.43E+00,756.45,90.66666667,1,64
2005-03,70,0,40,19.5,39,18.1,39.26,19.79,40.5,18.89,38.29,17.2,61.24888889,-5.257222222,85.83833333,17.73,33.9,19.7,45.5,16.85666667,40.7,-4.37E+00,756.4,90.33333333,1,64
2005-04,50,0,40,19.5,39,18.06666667,39.26,19.73,40.5,18.89,38.29,17.2,61.12666667,-5.173333333,86.06166667,17.735,33.9,19.7,45.45,16.79,40.795,-4.30E+00,756.35,90,1,64
2005-05,60,0,50,19.39,38.9,18,39.2,19.79,40.59,18.79,38.2,17.2,61.00944444,-5.073809524,86.48238095,17.72,33.9,19.63846154,45.31538462,16.79,40.9,-4.23E+00,756.3,89.66666667,1,64
2005-06,60,0,50,19.39,38.9,18,39.29,19.73,40.59,18.79,38.2,17.2,60.85611111,-5.034285714,86.72380952,17.7,33.91111111,19.6,45.216875,16.79,41,-4.17E+00,756.25,89.33333333,1,64
2005-07,90,0,50,19.39,38.9,18,39.29,19.73,40.59,18.76,38.2,17.16666667,60.735,-5.03,86.37944444,17.7,33.93333333,19.6,45.2,16.79,41.06,-4.10E+00,756.2,89,1,64
2005-08,100,0,40,19.39,38.9,17.89,39.32666667,19.79,40.66333333,18.76,38.2,17.11666667,60.645,-5.03,86.07166667,17.7,33.93888889,19.58888889,45.2,16.79,41.09,-4.10E+00,756.2166667,89,1,64
2005-09,90,0,50,19.29,38.9,17.89,39.4,19.76,40.7,18.7,38.2,17.10555556,60.47611111,-5.02,86.05611111,17.7,33.95555556,19.55555556,45.13277778,16.79,41.16333333,-4.10E+00,756.2333333,89,1,64
2005-10,100,0,20,19.29,38.96666667,17.85666667,39.46666667,19.76,40.62666667,18.7,38.2,17.11666667,60.38166667,-4.988888889,86.28722222,17.7,33.98888889,19.55,45.025,16.79,41.2,-4.10E+00,756.25,89,1,64
2005-11,110,0,30,19.29,39.03,17.79,39.46666667,19.7,40.66333333,18.66666667,38.16333333,17.1,60.28722222,-4.95,86.45277778,17.65,33.93888889,19.55555556,45.055,16.79,41.26,-4.10E+00,756.2666667,89,1,64
2005-12,100,0,10,19.23,39.03,17.79,39.5,19.7,40.5675,18.6,38.16333333,17.1,60.145,-4.905555556,86.76777778,17.63333333,33.9,19.5,45.09,16.79,41.29,-4.10E+00,756.2833333,89,1,64
2006-01,80,0,40,19.2,39,17.79,39.5,19.7,40.5,18.6,38.09,17.1,60.06944444,-4.861111111,86.98777778,17.6,33.82666667,19.5,45.09,16.79,41.36333333,-4.10E+00,756.3,89,1,64
2006-02,110,0,60,19.2,39,17.7,39.5,19.6,40.32666667,18.6,38.09,17.08888889,59.92111111,-5.023888889,85.44222222,17.6,33.9,19.5,45.065,16.79,41.4,-4.17E+00,756.3166667,89.33333333,1,63.83333333
2006-03,260,0,40,19.2,39.09,17.7,39.5675,19.6,40.46666667,18.5,38.09,17.05555556,59.76111111,-5.209444444,84.12277778,17.6,33.9,19.49388889,45.01444444,16.79,41.46666667,-4.23E+00,756.3333333,89.66666667,1,63.66666667
2006-04,350,0,50,19.13333333,39.09,17.7,39.59,19.6,40.5,18.5,38.16333333,17.04,59.689,-5.338888889,83.56944444,17.6,33.9,19.42666667,44.93333333,16.79,41.5,-4.30E+00,756.35,90,1,63.5
2006-05,500,0,40,19.1,39.09,17.66666667,39.56,19.6,40.5,18.46333333,38.06,17.01111111,59.58722222,-5.411111111,83.59111111,17.6,33.9,19.39,44.9,16.79,41.5,-4.37E+00,756.3666667,90.33333333,1,63.33333333
2006-06,370,0,40,19.1,39.16333333,17.6,39.5,19.6,40.5,18.445,38.045,17,59.515,-5.433333333,83.76777778,17.6,33.9,19.39,44.86944444,16.79,41.59,-4.43E+00,756.3833333,90.66666667,1,63.16666667
2006-07,330,0,40,19.06666667,39.2,17.6,39.59,19.6,40.5,18.39,38,17,59.399375,-5.433333333,84.005,17.54444444,33.9,19.39,44.86333333,16.79,41.59,-4.50E+00,756.4,91,1,63
2006-08,100,10,80,19,39.2,17.6,39.59,19.6,40.56,18.39,38,17,59.32666667,-5.519444444,83.57,17.51666667,33.9,19.39,44.81444444,16.79,41.59,-4.47E+00,756.4166667,90.83333333,1,63.16666667
2006-09,110,0,50,19,39.595,17.5,39.73,19.6,40.43333333,18.39,38,17,59.215,-5.58,83.30333333,17.5,33.9,19.39,44.79,16.79,41.66333333,-4.43E+00,756.4333333,90.66666667,1,63.33333333
2006-10,140,0,50,19,39.96333333,17.5,39.93,19.5,40.26,18.29,38.03,16.98,59.15,-5.612222222,83.54555556,17.525,33.9,19.39,44.79,16.79,41.7,-4.40E+00,756.45,90.5,1,63.5
2006-11,310,10,50,19,40.03,17.5,40.12666667,19.5,40.2,18.29,38.09,16.923,58.677,-5.612222222,84.16888889,17.5,33.9,19.37888889,44.79,16.79,41.7,-4.37E+00,756.4666667,90.33333333,1,63.66666667
2006-12,330,0,30,19,40,17.5,40.26,19.5,40.03,18.29,38.09,16.99833333,56.34166667,-5.492777778,85.28388889,17.5,33.9,19.30666667,44.82055556,16.79,41.7,-4.33E+00,756.4833333,90.16666667,1,63.83333333
2007-01,190,10,40,19,39.93333333,17.46333333,40.5,19.5,40.09,18.29,38.09,17.075,54.854375,-5.315,86.23833333,17.4725,33.8725,19.29,44.90555556,16.79,41.59,-4.30E+00,756.5,90,1,64
2007-02,160,10,30,18.96333333,39.93333333,17.39,40.56,19.39,39.86333333,18.2,38,17.1,54.158125,-5.185555556,86.66833333,17.5,33.9,19.29,45.00888889,16.79,41.59,-4.30E+00,756.55,89.83333333,1,64
2007-03,160,0,50,18.89,40.06,17.39,40.7,19.39,39.86333333,18.2,38.06,17.05,54.74944444,-5.075,86.64,17.47555556,33.87555556,19.285,44.90555556,16.79,41.56,-4.30E+00,756.6,89.66666667,1,64
2007-04,480,0,50,18.89,40.2,17.39,40.7,19.39,39.82666667,18.2,38.23,17,55.36388889,-5.035,86.33722222,17.445,33.845,19.23,44.71166667,16.79,41.43333333,-4.30E+00,756.65,89.5,1,64
2007-05,280,0,50,18.89,40.2,17.39,40.73,19.32333333,39.9,18.2,38.29,16.945,55.85055556,-5.091111111,85.79277778,17.41444444,33.83888889,19.2,44.47611111,16.76,41.22333333,-4.30E+00,756.7,89.33333333,1,64
2007-06,130,10,60,18.89,40.32666667,17.39,40.86333333,19.29,40,18.2,38.4,16.89,56.16,-5.14,85.10722222,17.41444444,33.81444444,19.19,44.325,16.7,41.03,-4.30E+00,756.75,89.16666667,1,64
2007-07,150,0,40,18.89,40.52666667,17.35666667,40.93333333,19.29,40,18.13333333,38.46666667,16.89,56.44777778,-5.245,84.35777778,17.39,33.82666667,19.13333333,44.155,16.7,40.72333333,-4.30E+00,756.8,89,1,64
2007-08,140,0,40,18.89,40.59,17.29,41.06,19.29,40.06,18.1,38.62666667,16.89,56.65722222,-5.338888889,83.97944444,17.39,33.88166667,19.1,44.00944444,16.7,40.46333333,-4.40E+00,756.8666667,89.66666667,1,63.66666667
2007-09,130,0,50,18.89,40.53,17.29,41,19.29,40,18.1,38.62666667,16.89,56.81055556,-5.411111111,83.46722222,17.39,33.89388889,19.08333333,43.79833333,16.7,40.26,-4.50E+00,756.9333333,90.33333333,1,63.33333333
2007-10,130,0,40,18.79,40.4,17.29,41,19.29,40,18.1,38.59,16.88444444,56.91111111,-5.488888889,83.44888889,17.39,33.85111111,19.03333333,43.61611111,16.7,40.06666667,-4.60E+00,757,91,1,63
2007-11,340,0,40,18.79,40.4,17.29,41,19.29,40,18.1,38.53,16.82636364,56.93636364,-5.444444444,83.77666667,17.39,33.86833333,19,43.41111111,16.66666667,39.83333333,-4.70E+00,757.0666667,91.66666667,1,62.66666667
2007-12,490,0,40,18.79,40.43333333,17.26,40.96666667,19.23,39.93333333,18.06666667,38.46666667,16.79,56.96111111,-5.433333333,83.84444444,17.37888889,33.93888889,19,43.4,16.6,39.62666667,-4.80E+00,757.1333333,92.33333333,1,62.33333333
2008-01,230,0,40,18.79,40.43333333,17.2,40.9,19.2,39.9,18,38.3175,16.80666667,56.99277778,-5.433333333,83.61444444,17.34,33.93888889,18.945,43.29555556,16.6,39.46666667,-4.90E+00,757.2,93,1,62
2008-02,360,0,20,18.7,40.5,17.2,41,19.2,39.9,18,38.29,16.79555556,57.005,-5.494444444,83.07833333,17.29,33.9,18.89,43.15722222,16.6,39.4,-4.70E+00,757.2166667,92.66666667,1,62
2008-03,410,0,30,18.7,40.56,17.2,41,19.2,39.9,18,38.2,16.79,57,-5.576111111,82.32944444,17.32333333,33.87555556,18.89,43.045,16.6,39.26,-4.50E+00,757.2333333,92.33333333,1,62
2008-04,150,0,30,18.7,40.59,17.2,41.06,19.2,39.82666667,17.89,38.2,16.79,57,-5.715,81.64166667,17.32529412,33.9,18.89,42.96111111,16.6,39.12666667,-4.30E+00,757.25,92,1,62
2008-05,80,0,40,18.7,40.59,17.2,41,19.1,39.76,17.89,38.16333333,16.77,57,-5.798888889,81.16277778,17.29,33.9,18.86777778,42.825,16.6,39,-4.10E+00,757.2666667,91.66666667,1,62
2008-06,80,0,40,18.7,40.59,17.2,41.03,19.1,39.76,17.89,38.09,16.73,56.99444444,-5.833333333,81.20444444,17.29,33.9,18.81777778,42.71888889,16.6,38.9,-3.90E+00,757.2833333,91.33333333,1,62
2008-07,70,0,40,18.625,40.545,17.13333333,41.03,19.1,39.79,17.89,38.09,16.745,56.91111111,-5.822222222,81.79444444,17.29,33.80833333,18.80176471,42.60294118,16.5,38.845,-3.70E+00,757.3,91,1,62
2008-08,70,0,50,18.6,40.53,17.13333333,41.09,19.1,39.79,17.89,38.09,16.7,56.9,-5.708333333,82.56555556,17.29,33.79,18.79,42.505,16.5,38.76,-3.48E+00,757.3166667,89.33333333,1,62.33333333
2008-09,70,0,50,18.6,40.5,17.13333333,41.03,19.1,39.73,17.89,38.09,16.7,56.893125,-5.625,83.08944444,17.29,33.79,18.77,42.45,16.5,38.7,-3.27E+00,757.3333333,87.66666667,1,62.66666667
2008-10,60,0,50,18.6,40.5,17.2,40.96666667,19.03333333,39.79,17.89,38.09,16.7,56.82666667,-5.403888889,84.17444444,17.29,33.765,18.745,42.33277778,16.5,38.7,-3.05E+00,757.35,86,1,63
2008-11,60,0,40,18.6,40.5,17.26,40.96666667,19.06666667,39.86333333,17.92666667,38.09,16.7,56.79,-5.127222222,84.91722222,17.29555556,33.68166667,18.71,42.29,16.5,38.62666667,-2.83E+00,757.3666667,84.33333333,1,63.33333333
2008-12,50,0,40,18.6,40.5,17.29,40.9,19.06666667,39.86333333,18,38.09,16.7,56.775,-4.837222222,85.58444444,17.30666667,33.59,18.74,42.28,16.53333333,38.59,-2.62E+00,757.3833333,82.66666667,1,63.66666667
2009-01,50,0,40,18.6,40.5,17.35666667,40.9,19,39.79,18.13333333,38.16333333,16.7,56.73,-4.578333333,86.17277778,17.32888889,33.52944444,18.71,42.215,16.6,38.59,-2.40E+00,757.4,81,1,64
2009-02,50,0,20,18.6,40.5,17.42666667,40.9,19.1,39.9,18.2,38.03,16.68888889,56.68777778,-4.238888889,87.25611111,17.39,33.41111111,18.765,42.18166667,16.6,38.56,-2.27E+00,757.4333333,80,1,56.66666667
2009-03,30,0,20,18.7,40.56,17.5,40.82666667,19.03333333,39.82666667,18.29,37.96666667,16.68888889,56.62055556,-3.929444444,87.94944444,17.43277778,33.35222222,18.79,42.065,16.6,38.5,-2.13E+00,757.4666667,79,1,49.33333333
2009-04,20,0,30,18.76,40.5,17.6,40.66333333,19,39.79,18.29,37.9,16.67777778,56.57,-3.627222222,88.66111111,17.5,33.21,18.79,41.89333333,16.6,38.46666667,-2.00E+00,757.5,78,1,42
2009-05,40,0,50,18.79,40.4,17.6,40.6175,19,39.79,18.29,37.9,16.63888889,56.51833333,-3.292777778,89.50611111,17.5,33.2,18.79,41.61,16.6,38.4,-1.87E+00,757.5333333,77,1,34.66666667
2009-06,50,0,40,18.79,40.4,17.6,40.7,19,39.79,18.29,37.96666667,16.6,56.4,-2.97,90.23833333,17.5,33.12055556,18.80666667,41.575,16.6,38.5,-1.73E+00,757.5666667,76,1,27.33333333
2009-07,50,0,50,18.79,40.29,17.7,40.66333333,19,39.79,18.29,37.95,16.6,56.35722222,-2.726666667,90.69333333,17.5,33.09,18.85666667,41.57833333,16.66666667,38.63333333,-1.60E+00,757.6,75,1,20
2009-08,50,0,40,18.85666667,40.29,17.76,40.53,19,39.82666667,18.29,37.9,16.6,56.29,-2.561666667,90.83722222,17.51111111,33.01722222,18.81777778,41.59055556,16.7,38.73,-1.33E+00,757.6,73.16666667,1,20.33333333
2009-09,60,0,40,18.89,40.29,17.79,40.46666667,19,39.9,18.29,37.82666667,16.6,56.275,-2.341111111,91.01,17.6,32.75333333,18.82888889,41.60444444,16.7,38.86333333,-1.07E+00,757.6,71.33333333,1,20.66666667
2009-10,50,0,40,18.89,40.23,17.79,40.46666667,19,39.9,18.29,37.79,16.6,56.22,-2.097777778,91.00166667,17.66666667,32.645,18.87888889,41.4,16.7,38.9,-8.00E-01,757.6,69.5,1,21
2009-11,60,0,40,18.89,40.2,17.79,40.46666667,19,39.9,18.29,37.79,16.6,56.13277778,-1.902777778,91.06611111,17.76055556,32.62055556,18.89,41.06611111,16.7,38.9,-5.33E-01,757.6,67.66666667,1,21.33333333
2009-12,50,0,50,18.92666667,40.09,17.79,40.4,19,39.9,18.29,37.72333333,16.6,56.09,-1.755,91.04611111,17.90944444,32.62277778,18.93277778,40.90555556,16.7,38.745,-2.67E-01,757.6,65.83333333,1,21.66666667
2010-01,40,0,50,19,40.03,17.79,40.4,19,39.9,18.23,37.53,16.6,56.055,-1.65,91.20388889,18.01111111,32.455,19.07777778,40.95,16.73,38.5,0.00E+00,757.6,64,1,22
2010-02,50,0,50,19,39.96666667,17.79,40.4,19,39.79,18.2,37.46666667,16.6,56,-1.498333333,91.43333333,18.06111111,32.43333333,19.215,40.89222222,16.73,38.43333333,-3.33E-02,757.55,64.66666667,1,22
2010-03,50,0,30,19,39.9,17.85666667,40.46666667,19.06666667,39.79,18.2,37.32666667,16.6,55.91666667,-1.375555556,91.57611111,18.1,32.39388889,19.29,40.845,16.79,38.16333333,-6.67E-02,757.5,65.33333333,1,22
2010-04,50,0,30,19,39.9,17.79,40.4,19.06666667,39.79,18.1,37.29,16.57777778,55.9,-1.286111111,91.73277778,18.1,32.30222222,19.29,40.715,16.79,38.09,-1.00E-01,757.45,66,1,22
2010-05,50,0,20,19,39.9,17.79,40.4,19.06666667,39.86333333,18.1,37.29,16.58888889,55.82777778,-1.122222222,92.05333333,18.1,32.275,19.29,40.66333333,16.89,38.09,-1.33E-01,757.4,66.66666667,1,22
2010-06,40,0,20,19,39.9,17.79,40.46666667,19,39.79,18.1,37.29,16.51666667,55.74,-0.9,92.54722222,18.11666667,32.16944444,19.30111111,40.59111111,16.89,38.09,-1.67E-01,757.35,67.33333333,1,22
2010-07,30,0,50,19,39.9,17.79,40.4,19,39.79,18.16666667,37.29,16.51111111,55.71,-0.772222222,92.81388889,18.17166667,32.12055556,19.32333333,40.51,16.82333333,38.09,-2.00E-01,757.3,68,1,22
2010-08,30,0,50,19,39.9,17.79,40.4,18.945,39.745,18.1,37.29,16.51111111,55.645,-0.683333333,93.005,18.28777778,32.16333333,19.35111111,40.49444444,16.82333333,38.09,1.17E-01,757.2833333,66.16666667,1,22.83333333
2010-09,40,0,50,19.06666667,39.9,17.79,40.4,19,39.7,18.16666667,37.29,16.5,55.59,-0.583333333,93.14833333,18.43277778,32.15111111,19.39,40.41111111,16.79,38.09,4.33E-01,757.2666667,64.33333333,1,23.66666667
2010-10,50,0,40,19.1,39.9,17.79,40.32666667,19,39.7,18.1,37.2,16.5,55.575,-0.533333333,93.42055556,18.6,32.2,19.39611111,40.4,16.79,38.09,7.50E-01,757.25,62.5,1,24.5
2010-11,50,0,40,19.1,39.9,17.82333333,40.36,19,39.66333333,18.1,37.2,16.5,55.51,-0.433333333,93.79444444,18.74055556,32.2,19.46333333,40.37555556,16.89,38.32666667,1.07E+00,757.2333333,60.66666667,1,25.33333333
2010-12,50,0,40,19.15,39.9,17.89,40.425,19,39.59,18.2,37.345,16.5,55.5,-0.311111111,94.11333333,18.88722222,32.145,19.54375,40.325625,16.79,38.29,1.38E+00,757.2166667,58.83333333,1,26.16666667
2011-01,50,0,40,19.2,39.96666667,17.89,40.4,19.03333333,39.62666667,18.2,37.46666667,16.5,55.43888889,-0.3,94.17333333,19.02222222,32.05,19.65,40.21,16.79,38.4,1.70E+00,757.2,57,1,27
2011-02,60,0,40,19.23,40.03,18,40.4,19.03333333,39.62666667,18.23,37.53,16.5,55.4,-0.277777778,94.17944444,19.16666667,32.045,19.76055556,40.09333333,16.79,38.46666667,1.47E+00,757.2166667,57.83333333,1,27
2011-03,50,0,50,19.29,40.09,18,40.46666667,19.03333333,39.53,18.29,37.645,16.46333333,55.29,-0.376190476,93.80666667,19.2,31.90833333,19.89,39.98333333,16.84,38.545,1.23E+00,757.2333333,58.66666667,1,27
2011-04,50,0,60,19.29,40.12666667,18.03333333,40.46333333,19.1,39.59,18.23,37.53,16.48777778,55.28,-0.4,93.70444444,19.225,31.84555556,19.95722222,39.88722222,16.79,38.5,1.00E+00,757.25,59.5,1,27
2011-05,40,0,20,19.29,40.12666667,18.1,40.53,19.1,39.59,18.29,37.66333333,16.46333333,55.25,-0.404761905,93.75238095,19.29,31.87333333,20.05,39.79,16.89,38.59,7.67E-01,757.2666667,60.33333333,1,27
2011-06,50,0,20,19.34,40.2,18.1,40.5,19.1,39.59,18.23,37.59,16.5,55.245,-0.488888889,93.48333333,19.29,31.79,20.10555556,39.715,16.89,38.66333333,5.33E-01,757.2833333,61.16666667,1,27
2011-07,50,0,30,19.39,40.23,18.1,40.43333333,19.1,39.5,18.23,37.53,16.47555556,55.18555556,-0.522222222,93.24444444,19.29,31.79,20.11666667,39.7,16.89,38.7,3.00E-01,757.3,62,1,27
2011-08,50,0,40,19.39,40.29,18.1,40.4,19.1,39.5,18.23,37.53,16.42055556,55.12055556,-0.7,92.48888889,19.265,31.765,20.1,39.705,16.89,38.59,1.67E-01,757.3166667,64,1,26.16666667
2011-09,50,0,40,19.29,40.26,18.1,40.4,19.06666667,39.5,18.2,37.5,16.39,55.055,-0.738888889,92.63277778,19.2,31.68333333,20.1,39.715,16.89,38.59,3.33E-02,757.3333333,66,1,25.33333333
2011-10,30,0,50,19.29,40.12666667,18.1,40.29,19,39.5,18.2,37.5,16.39,55,-0.766666667,92.66444444,19.22,31.62222222,20.1,39.7,16.89,38.56,-1.00E-01,757.35,68,1,24.5
2011-11,30,0,40,19.29,40.06,18.1,40.29,19,39.5,18.13333333,37.4,16.39,55,-0.866666667,92.47333333,19.2,31.6,20.1,39.7,16.89,38.5,-2.33E-01,757.3666667,70,1,23.66666667
2011-12,50,0,50,19.29,39.93333333,18,40.2,19,39.5,18.13333333,37.4,16.39,54.95,-1.016666667,91.89055556,19.17222222,31.6,20.08333333,39.68166667,16.89,38.4,-3.67E-01,757.3833333,72,1,22.83333333
